interaction_id,age,job,marital,education,default,housing,loan,month,day_of_week,campaign,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,reward,arm,previously_contacted,pdays_since_previous,age_group
6731,41,blue-collar,divorced,basic.6y,no,no,no,may,wed,2,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,telephone,0,,40_49
6732,46,retired,married,basic.4y,no,no,no,may,wed,1,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,telephone,0,,40_49
6733,30,services,married,unknown,no,yes,yes,may,wed,4,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,telephone,0,,30_39
6734,32,admin.,married,university.degree,no,yes,yes,may,wed,2,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,telephone,0,,30_39
6735,31,services,single,high.school,unknown,no,no,may,wed,1,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,telephone,0,,30_39
6736,46,blue-collar,married,basic.9y,unknown,no,no,may,wed,1,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,telephone,0,,40_49
6737,46,blue-collar,married,basic.9y,unknown,yes,no,may,wed,1,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,telephone,0,,40_49
6738,54,retired,married,basic.4y,unknown,no,no,may,wed,1,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,1,telephone,0,,50_59
6739,31,unemployed,single,professional.course,no,no,no,may,wed,1,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,telephone,0,,30_39
6740,34,blue-collar,married,basic.4y,no,no,no,may,wed,2,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,telephone,0,,30_39
6741,41,admin.,married,high.school,no,no,no,may,wed,2,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,telephone,0,,40_49
6742,33,admin.,married,high.school,no,no,no,may,wed,2,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,telephone,0,,30_39
6743,36,technician,married,professional.course,unknown,yes,no,may,wed,2,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,telephone,0,,30_39
6744,37,blue-collar,single,basic.9y,no,no,yes,may,wed,2,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,telephone,0,,30_39
6745,38,blue-collar,married,high.school,no,no,no,may,wed,5,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,telephone,0,,30_39
6746,25,self-employed,single,university.degree,no,no,no,may,wed,5,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,telephone,0,,under_30
6747,56,services,married,basic.9y,unknown,no,no,may,wed,3,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,telephone,0,,50_59
6748,29,services,married,basic.9y,no,yes,no,may,wed,3,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,telephone,0,,under_30
6749,28,services,single,high.school,no,no,no,may,wed,1,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,telephone,0,,under_30
6750,35,entrepreneur,married,high.school,no,no,no,may,wed,2,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,telephone,0,,30_39
6751,46,housemaid,married,basic.4y,no,yes,no,may,wed,8,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,telephone,0,,40_49
6752,36,blue-collar,married,basic.9y,no,no,no,may,wed,4,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,telephone,0,,30_39
6753,49,blue-collar,married,basic.9y,unknown,no,yes,may,wed,3,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,telephone,0,,40_49
6754,28,management,single,university.degree,no,no,no,may,wed,4,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,telephone,0,,under_30
6755,32,technician,single,university.degree,no,no,no,may,wed,16,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,telephone,0,,30_39
6756,40,services,married,high.school,unknown,yes,no,may,wed,1,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,telephone,0,,40_49
6757,41,services,married,basic.9y,no,yes,no,may,wed,3,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,telephone,0,,40_49
6758,41,blue-collar,married,basic.6y,no,yes,no,may,wed,1,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,telephone,0,,40_49
6759,34,blue-collar,divorced,professional.course,no,unknown,unknown,may,wed,1,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,telephone,0,,30_39
6760,34,services,single,basic.9y,unknown,yes,yes,may,wed,1,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,telephone,0,,30_39
6761,42,admin.,married,university.degree,unknown,no,no,may,wed,1,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,telephone,0,,40_49
6762,30,management,single,university.degree,no,no,yes,may,wed,5,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,1,telephone,0,,30_39
6763,38,housemaid,married,basic.6y,unknown,yes,yes,may,wed,2,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,telephone,0,,30_39
6764,53,entrepreneur,married,unknown,no,yes,no,may,wed,2,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,telephone,0,,50_59
6765,28,blue-collar,single,basic.9y,no,no,no,may,wed,2,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,telephone,0,,under_30
6766,35,blue-collar,married,basic.9y,no,no,no,may,wed,5,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,telephone,0,,30_39
6767,34,technician,married,university.degree,no,no,no,may,wed,3,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,telephone,0,,30_39
6768,59,entrepreneur,married,basic.9y,no,yes,yes,may,wed,10,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,telephone,0,,50_59
6769,42,blue-collar,married,basic.4y,unknown,no,no,may,wed,1,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,telephone,0,,40_49
6770,32,blue-collar,married,high.school,unknown,yes,no,may,wed,7,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,telephone,0,,30_39
6771,28,admin.,single,unknown,no,yes,no,may,wed,2,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,telephone,0,,under_30
6772,31,services,married,high.school,unknown,no,no,may,wed,2,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,telephone,0,,30_39
6773,55,technician,married,professional.course,unknown,no,no,may,wed,2,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,telephone,0,,50_59
6774,36,blue-collar,married,basic.4y,unknown,no,yes,may,wed,4,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,telephone,0,,30_39
6775,37,admin.,single,university.degree,no,no,no,may,wed,3,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,telephone,0,,30_39
6776,42,technician,single,basic.9y,no,yes,no,may,wed,2,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,telephone,0,,40_49
6777,43,technician,single,professional.course,no,yes,no,may,wed,3,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,telephone,0,,40_49
6778,36,technician,married,university.degree,no,no,no,may,wed,14,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,telephone,0,,30_39
6779,25,blue-collar,married,basic.9y,no,yes,no,may,wed,1,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,telephone,0,,under_30
6780,49,housemaid,married,basic.4y,unknown,yes,no,may,wed,10,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,telephone,0,,40_49
6781,51,blue-collar,divorced,basic.4y,no,yes,no,may,wed,2,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,telephone,0,,50_59
6782,49,blue-collar,married,basic.4y,unknown,yes,no,may,wed,1,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,telephone,0,,40_49
6783,37,entrepreneur,married,high.school,no,yes,no,may,wed,4,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,telephone,0,,30_39
6784,35,admin.,single,university.degree,no,no,yes,may,wed,3,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,telephone,0,,30_39
6785,28,admin.,single,university.degree,unknown,no,yes,may,wed,2,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,telephone,0,,under_30
6786,39,blue-collar,married,basic.4y,unknown,yes,no,may,wed,4,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,telephone,0,,30_39
6787,21,technician,single,professional.course,no,no,yes,may,wed,2,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,telephone,0,,under_30
6788,39,entrepreneur,divorced,high.school,no,no,no,may,wed,2,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,telephone,0,,30_39
6789,46,blue-collar,single,professional.course,no,no,no,may,wed,5,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,telephone,0,,40_49
6790,57,retired,married,basic.9y,unknown,no,no,may,wed,2,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,telephone,0,,50_59
6791,27,admin.,married,high.school,unknown,no,no,may,wed,3,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,telephone,0,,under_30
6792,52,admin.,married,high.school,no,no,no,may,wed,2,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,telephone,0,,50_59
6793,42,technician,married,professional.course,no,yes,no,may,wed,3,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,telephone,0,,40_49
6794,30,management,single,university.degree,no,no,yes,may,wed,2,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,telephone,0,,30_39
6795,52,blue-collar,married,basic.9y,no,yes,no,may,wed,2,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,telephone,0,,50_59
6796,36,admin.,married,high.school,no,yes,no,may,wed,1,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,telephone,0,,30_39
6797,25,technician,single,professional.course,no,yes,no,may,wed,2,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,telephone,0,,under_30
6798,56,blue-collar,married,basic.4y,unknown,no,no,may,wed,2,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,telephone,0,,50_59
6799,47,blue-collar,divorced,basic.9y,unknown,yes,no,may,wed,1,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,telephone,0,,40_49
6800,25,blue-collar,married,basic.9y,no,no,no,may,wed,3,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,telephone,0,,under_30
6801,33,admin.,divorced,university.degree,no,no,no,may,wed,2,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,telephone,0,,30_39
6802,53,management,married,basic.4y,unknown,no,no,may,wed,2,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,telephone,0,,50_59
6803,33,admin.,divorced,university.degree,no,yes,no,may,wed,2,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,telephone,0,,30_39
6804,43,entrepreneur,married,university.degree,no,no,yes,may,wed,4,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,telephone,0,,40_49
6805,42,blue-collar,married,basic.4y,unknown,yes,no,may,wed,3,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,telephone,0,,40_49
6806,32,blue-collar,married,basic.6y,no,yes,no,may,wed,2,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,telephone,0,,30_39
6807,51,admin.,divorced,university.degree,no,unknown,unknown,may,wed,2,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,telephone,0,,50_59
6808,25,blue-collar,single,high.school,no,no,no,may,wed,2,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,telephone,0,,under_30
6809,40,blue-collar,married,basic.4y,no,yes,no,may,wed,5,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,telephone,0,,40_49
6810,30,blue-collar,divorced,basic.9y,no,yes,no,may,wed,2,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,telephone,0,,30_39
6811,45,blue-collar,married,basic.6y,unknown,yes,no,may,wed,3,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,telephone,0,,40_49
6812,34,admin.,married,university.degree,no,no,yes,may,wed,2,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,telephone,0,,30_39
6813,36,entrepreneur,married,university.degree,no,no,no,may,wed,3,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,telephone,0,,30_39
6814,34,technician,married,basic.9y,no,no,no,may,wed,2,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,telephone,0,,30_39
6815,35,services,divorced,high.school,no,no,yes,may,wed,2,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,telephone,0,,30_39
6816,44,blue-collar,single,basic.4y,unknown,no,no,may,wed,2,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,telephone,0,,40_49
6817,37,unemployed,married,university.degree,unknown,unknown,unknown,may,wed,2,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,telephone,0,,30_39
6818,31,services,married,university.degree,unknown,yes,no,may,wed,4,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,telephone,0,,30_39
6819,29,blue-collar,married,basic.9y,no,no,no,may,wed,5,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,telephone,0,,under_30
6820,39,management,married,university.degree,no,yes,no,may,wed,4,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,telephone,0,,30_39
6821,41,blue-collar,married,basic.4y,no,no,yes,may,wed,2,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,telephone,0,,40_49
6822,25,services,married,high.school,no,yes,no,may,wed,2,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,telephone,0,,under_30
6823,50,management,married,university.degree,no,no,yes,may,wed,3,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,telephone,0,,50_59
6824,26,blue-collar,single,basic.9y,unknown,yes,no,may,wed,2,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,telephone,0,,under_30
6825,37,services,married,high.school,no,no,no,may,wed,8,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,telephone,0,,30_39
6826,43,blue-collar,single,unknown,unknown,no,no,may,wed,3,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,telephone,0,,40_49
6827,28,self-employed,married,professional.course,no,yes,yes,may,wed,3,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,telephone,0,,under_30
6828,31,blue-collar,married,basic.9y,no,no,yes,may,wed,3,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,telephone,0,,30_39
6829,50,admin.,married,high.school,no,no,no,may,wed,2,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,telephone,0,,50_59
6830,46,admin.,divorced,high.school,no,yes,yes,may,wed,4,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,telephone,0,,40_49
6831,50,technician,married,professional.course,unknown,no,no,may,wed,4,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,telephone,0,,50_59
6832,52,blue-collar,married,professional.course,no,no,yes,may,wed,3,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,telephone,0,,50_59
6833,35,blue-collar,single,professional.course,no,no,yes,may,wed,2,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,telephone,0,,30_39
6834,60,retired,divorced,basic.4y,unknown,no,no,may,wed,2,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,telephone,0,,60_plus
6835,42,blue-collar,married,basic.9y,no,no,no,may,wed,5,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,telephone,0,,40_49
6836,25,self-employed,single,university.degree,no,yes,no,may,wed,2,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,telephone,0,,under_30
6837,35,technician,single,professional.course,unknown,no,no,may,wed,2,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,telephone,0,,30_39
6838,37,management,single,high.school,no,no,no,may,wed,2,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,telephone,0,,30_39
6839,41,management,married,university.degree,no,yes,no,may,wed,7,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,telephone,0,,40_49
6840,35,blue-collar,married,basic.6y,no,no,no,may,wed,2,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,telephone,0,,30_39
6841,49,services,married,high.school,no,no,no,may,wed,2,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,telephone,0,,40_49
6842,36,blue-collar,married,basic.9y,no,no,no,may,wed,6,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,telephone,0,,30_39
6843,45,services,single,professional.course,unknown,no,no,may,wed,4,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,telephone,0,,40_49
6844,48,entrepreneur,married,high.school,unknown,yes,no,may,wed,3,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,telephone,0,,40_49
6845,28,self-employed,single,university.degree,no,no,no,may,wed,5,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,telephone,0,,under_30
6846,42,management,married,university.degree,no,no,no,may,wed,3,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,telephone,0,,40_49
6847,42,blue-collar,married,basic.4y,no,no,no,may,wed,2,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,telephone,0,,40_49
6848,33,admin.,married,university.degree,no,no,no,may,wed,5,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,telephone,0,,30_39
6849,29,blue-collar,married,professional.course,no,no,no,may,wed,5,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,telephone,0,,under_30
6850,27,technician,married,professional.course,no,no,no,may,wed,3,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,telephone,0,,under_30
6851,35,technician,married,professional.course,no,yes,no,may,wed,3,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,telephone,0,,30_39
6852,40,blue-collar,married,high.school,no,no,no,may,wed,3,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,telephone,0,,40_49
6853,33,blue-collar,divorced,basic.9y,no,yes,no,may,wed,3,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,telephone,0,,30_39
6854,41,self-employed,single,university.degree,no,yes,yes,may,wed,17,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,telephone,0,,40_49
6855,39,admin.,married,university.degree,no,unknown,unknown,may,wed,2,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,telephone,0,,30_39
6856,43,admin.,single,high.school,no,no,yes,may,wed,5,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,telephone,0,,40_49
6857,31,admin.,single,university.degree,no,no,no,may,wed,8,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,telephone,0,,30_39
6858,35,blue-collar,married,high.school,no,no,no,may,wed,4,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,telephone,0,,30_39
6859,40,technician,married,professional.course,no,no,yes,may,wed,2,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,telephone,0,,40_49
6860,59,retired,married,professional.course,no,no,no,may,wed,9,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,1,telephone,0,,50_59
6861,27,admin.,single,university.degree,no,no,no,may,wed,2,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,telephone,0,,under_30
6862,47,admin.,married,high.school,no,yes,no,may,wed,2,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,telephone,0,,40_49
6863,45,management,married,university.degree,no,no,no,may,wed,2,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,telephone,0,,40_49
6864,51,blue-collar,married,basic.9y,unknown,no,yes,may,wed,2,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,telephone,0,,50_59
6865,60,retired,divorced,high.school,unknown,yes,no,may,wed,4,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,telephone,0,,60_plus
6866,45,admin.,married,basic.6y,unknown,yes,no,may,wed,4,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,telephone,0,,40_49
6867,52,entrepreneur,married,basic.9y,unknown,no,no,may,wed,4,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,telephone,0,,50_59
6868,27,admin.,married,university.degree,no,no,no,may,wed,5,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,telephone,0,,under_30
6869,44,technician,single,professional.course,no,yes,no,may,wed,4,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,telephone,0,,40_49
6870,40,blue-collar,married,basic.9y,no,yes,no,may,wed,4,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,telephone,0,,40_49
6871,32,unemployed,single,high.school,no,no,no,may,wed,3,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,telephone,0,,30_39
6872,24,blue-collar,single,basic.9y,unknown,no,no,may,wed,3,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,telephone,0,,under_30
6873,46,admin.,single,high.school,unknown,yes,no,may,wed,3,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,telephone,0,,40_49
6874,34,admin.,single,high.school,no,no,no,may,wed,3,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,telephone,0,,30_39
6875,44,services,married,high.school,no,yes,yes,may,wed,4,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,telephone,0,,40_49
6876,29,blue-collar,married,basic.4y,unknown,yes,yes,may,wed,4,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,telephone,0,,under_30
6877,31,services,married,high.school,no,no,no,may,wed,6,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,telephone,0,,30_39
6878,38,unknown,divorced,high.school,unknown,yes,no,may,wed,3,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,telephone,0,,30_39
6879,26,admin.,single,high.school,no,no,no,may,wed,5,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,telephone,0,,under_30
6880,40,admin.,married,basic.9y,no,no,yes,may,wed,2,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,telephone,0,,40_49
6881,47,blue-collar,divorced,basic.9y,unknown,yes,no,may,wed,2,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,telephone,0,,40_49
6882,43,unemployed,married,high.school,no,yes,no,may,wed,3,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,telephone,0,,40_49
6883,34,blue-collar,married,basic.6y,no,no,no,may,wed,2,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,telephone,0,,30_39
6884,25,blue-collar,single,basic.6y,unknown,no,yes,may,wed,8,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,telephone,0,,under_30
6885,36,technician,married,university.degree,no,no,no,may,wed,2,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,telephone,0,,30_39
6886,34,blue-collar,married,basic.9y,no,yes,yes,may,wed,2,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,telephone,0,,30_39
6887,29,admin.,married,basic.6y,no,no,yes,may,wed,3,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,telephone,0,,under_30
6888,33,technician,married,university.degree,unknown,no,yes,may,wed,3,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,telephone,0,,30_39
6889,22,blue-collar,single,basic.9y,no,yes,no,may,thu,2,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,0,telephone,0,,under_30
6890,48,entrepreneur,divorced,basic.4y,no,no,no,may,thu,1,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,0,telephone,0,,40_49
6891,29,admin.,single,basic.9y,unknown,no,no,may,thu,1,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,0,telephone,0,,under_30
6892,46,retired,married,university.degree,no,no,no,may,thu,2,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,0,telephone,0,,40_49
6893,34,blue-collar,married,basic.9y,no,no,yes,may,thu,1,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,0,telephone,0,,30_39
6894,56,management,married,university.degree,no,no,no,may,thu,2,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,0,telephone,0,,50_59
6895,39,blue-collar,married,basic.4y,unknown,no,no,may,thu,1,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,0,telephone,0,,30_39
6896,36,blue-collar,single,basic.9y,no,no,no,may,thu,3,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,0,telephone,0,,30_39
6897,56,management,divorced,university.degree,no,yes,no,may,thu,2,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,0,telephone,0,,50_59
6898,36,blue-collar,married,basic.9y,no,no,no,may,thu,1,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,0,telephone,0,,30_39
6899,36,admin.,single,high.school,no,yes,no,may,thu,6,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,0,telephone,0,,30_39
6900,52,retired,married,basic.4y,no,yes,no,may,thu,1,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,0,telephone,0,,50_59
6901,39,admin.,married,university.degree,no,yes,no,may,thu,1,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,1,telephone,0,,30_39
6902,35,student,single,university.degree,unknown,no,no,may,thu,1,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,0,telephone,0,,30_39
